Traditional,Simplified,Eng.Tran.,Length,Pinyin,Pinyin.Input,WCount,W.million,log10W,W-CD,W-CD%,log10CD,Dominant.PoS,Dominant.PoS.Freq,All.PoS,All.PoS.Freq
蝴蝶,蝴蝶,butterfly,2,hu2 die2,hudie,393,11.72,2.5944,179,2.87,2.2529,n,393,.n.,.393.
臉蛋,脸蛋,cheek/face,2,lian3 dan4,liandan,209,6.23,2.3201,179,2.87,2.2529,n,209,.n.,.209.
共識,共识,consensus,2,gong4 shi2,gongshi,208,6.2,2.3181,179,2.87,2.2529,n,208,.n.,.208.
紀念日,纪念日,day of commemoration/memorial day,3,ji4 nian4 ri4,jinianri,304,9.06,2.4829,179,2.87,2.2529,n,304,.n.,.304.
防守,防守,defend/protect (against),2,fang2 shou3,fangshou,495,14.76,2.6946,179,2.87,2.2529,v,302,.v.vn.,.302.193.
有幸,有幸,fortunately,2,you3 xing4,youxing,194,5.78,2.2878,179,2.87,2.2529,v,194,.v.,.194.
高速公路,高速公路,highway,4,gao1 su4 gong1 lu4,gaosugonglu,231,6.89,2.3636,179,2.87,2.2529,n,231,.n.,.231.
牛仔褲,牛仔裤,jeans/条[tiao2]/also written 牛崽裤,3,niu2 zai3 ku4,niuziku,265,7.9,2.4232,179,2.87,2.2529,n,265,.n.,.265.
拉丁,拉丁,Latin/(in former times) to press-gang/to kidnap and force people into service,2,la1 ding1,lading,371,11.06,2.5694,179,2.87,2.2529,nz,371,.nz.,.371.
猴,猴,monkey,1,hou2,hou,324,9.66,2.5105,179,2.87,2.2529,g,324,.g.,.324.
豬頭,猪头,pig head,2,zhu1 tou2,zhutou,237,7.06,2.3747,179,2.87,2.2529,n,237,.n.,.237.
飯碗,饭碗,rice bowl/fig. livelihood/job/way of making a living,2,fan4 wan3,fanwan,208,6.2,2.3181,179,2.87,2.2529,n,208,.n.,.208.
重罪,重罪,serious crime/felony,2,zhong4 zui4,zhongzui,213,6.35,2.3284,179,2.87,2.2529,n,213,.n.,.213.
可恥,可耻,shameful/disgraceful/ignominious,2,ke3 chi3,kechi,208,6.2,2.3181,179,2.87,2.2529,a,208,.a.,.208.
賴,赖,surname Lai; to depend on/reliance/to renege (on promise)/to disclaim/to rat (on debts)/to blame sb else,1,lai4,lai,335,9.99,2.525,179,2.87,2.2529,v,333,.v.a.,.333.2.
召,召,surname Shao/name of an ancient state; to call together/to summon/to convene,1,shao4/zhao4,zhao,292,8.7,2.4654,179,2.87,2.2529,g,292,.g.,.292.
濫用,滥用,to abuse,2,lan4 yong4,lanyong,215,6.41,2.3324,179,2.87,2.2529,v,202,.v.vn.,.202.13.
通告,通告,to announce/to give notice,2,tong1 gao4,tonggao,231,6.89,2.3636,179,2.87,2.2529,n,222,.n.v.,.222.9.
廢棄,废弃,to discard/to abandon (old ways)/to invalidate,2,fei4 qi4,feiqi,218,6.5,2.3385,179,2.87,2.2529,v,191,.v.vn.,.191.27.
團聚,团聚,to reunite/to have a reunion,2,tuan2 ju4,tuanju,222,6.62,2.3464,179,2.87,2.2529,v,217,.v.vn.,.217.5.
圍繞,围绕,to revolve around/to center on (an issue),2,wei2 rao4,weirao,194,5.78,2.2878,179,2.87,2.2529,v,194,.v.,.194.
動用,动用,to utilize/to put sth to use,2,dong4 yong4,dongyong,197,5.87,2.2945,179,2.87,2.2529,v,197,.v.,.197.
鎮靜劑,镇静剂,tranquilizer,3,zhen4 jing4 ji4,zhenjingji,244,7.27,2.3874,179,2.87,2.2529,n,244,.n.,.244.
革命,革命,(political) revolution,2,ge2 ming4,geming,355,10.58,2.5502,178,2.85,2.2504,vn,349,.vn.v.,.349.6.
麻,麻,(to have) pins and needles/tingling/hemp/sesame/numb/to bother/surname Ma,1,ma1/ma2,ma,335,9.99,2.525,178,2.85,2.2504,n,310,.n.a.,.310.25.
百分之百,百分之百,a hundred percent/out and out/absolutely,4,bai3 fen1 zhi1 bai3,baifenzhibai,197,5.87,2.2945,178,2.85,2.2504,l,159,.l.m.t.,.159.37.1.
上頭,上头,above/on top of/on the surface of,2,shang4 tou5,shangtou,200,5.96,2.301,178,2.85,2.2504,f,200,.f.,.200.
籌碼,筹码,bargaining chip,2,chou2 ma3,chouma,322,9.6,2.5079,178,2.85,2.2504,n,322,.n.,.322.
關照,关照,concern/care/to keep an eye on/to look after,2,guan1 zhao4,guanzhao,272,8.11,2.4346,178,2.85,2.2504,v,250,.v.vn.,.250.22.
大陸,大陆,continent/mainland (esp. of China)/mainland China/refers to People's Republic of China 中华人民共和国,2,da4 lu4,dalu,319,9.51,2.5038,178,2.85,2.2504,n,319,.n.,.319.
眼皮,眼皮,eyelid,2,yan3 pi2,yanpi,214,6.38,2.3304,178,2.85,2.2504,n,214,.n.,.214.
氣體,气体,gas (i.e. gaseous substance),2,qi4 ti3,qiti,292,8.7,2.4654,178,2.85,2.2504,n,292,.n.,.292.
加油站,加油站,gas station,3,jia1 you2 zhan4,jiayouzhan,287,8.56,2.4579,178,2.85,2.2504,n,287,.n.,.287.
義,义,justice/righteousness/meaning,1,yi4,yi,258,7.69,2.4116,178,2.85,2.2504,g,258,.g.,.258.
激光,激光,laser,2,ji1 guang1,jiguang,288,8.59,2.4594,178,2.85,2.2504,n,288,.n.,.288.
林肯,林肯,"Lincoln (name)/Abraham Lincoln (1809-1865), US president 1861-1865/Lincoln, US car make",2,Lin2 ken3,linken,315,9.39,2.4983,178,2.85,2.2504,nz,165,.nz.nr.,.165.150.
水手,水手,mariner/sailor/seaman,2,shui3 shou3,shuishou,298,8.88,2.4742,178,2.85,2.2504,n,298,.n.,.298.
未經,未经,not (yet),2,wei4 jing1,weijing,201,5.99,2.3032,178,2.85,2.2504,d,201,.d.,.201.
岩石,岩石,rock,2,yan2 shi2,yanshi,355,10.58,2.5502,178,2.85,2.2504,n,355,.n.,.355.
抖,抖,shake out/tremble,1,dou3,dou,233,6.95,2.3674,178,2.85,2.2504,v,233,.v.,.233.
輕微,轻微,slight/light/trivial/to a small extent,2,qing1 wei1,qingwei,209,6.23,2.3201,178,2.85,2.2504,a,173,.a.ad.,.173.36.
草莓,草莓,strawberry,2,cao3 mei2,caomei,319,9.51,2.5038,178,2.85,2.2504,n,319,.n.,.319.
暑假,暑假,summer vacation,2,shu3 jia4,shujia,319,9.51,2.5038,178,2.85,2.2504,t,319,.t.,.319.
炸掉,炸掉,to bomb,2,zha4 diao4,zhadiao,243,7.24,2.3856,178,2.85,2.2504,v,243,.v.,.243.
切除,切除,to excise/to cut out (a tumor),2,qie1 chu2,qiechu,352,10.49,2.5465,178,2.85,2.2504,v,313,.v.vn.,.313.39.
礙,碍,to hinder/to obstruct/to block,1,ai4,ai,217,6.47,2.3365,178,2.85,2.2504,v,215,.v.vn.,.215.2.
過不去,过不去,to make life difficult for/to embarrass/unable to make it through,3,guo4 bu5 qu4,guobuqu,203,6.05,2.3075,178,2.85,2.2504,v,203,.v.,.203.
久等,久等,to wait for a long time,2,jiu3 deng3,jiudeng,202,6.02,2.3054,178,2.85,2.2504,v,202,.v.,.202.
婦,妇,woman,1,fu4,fu,243,7.24,2.3856,178,2.85,2.2504,g,243,.g.,.243.
過失,过失,defect/fault,2,guo4 shi1,guoshi,228,6.8,2.3579,177,2.84,2.248,n,228,.n.,.228.
眼球,眼球,eyeball,2,yan3 qiu2,yanqiu,215,6.41,2.3324,177,2.84,2.248,n,215,.n.,.215.
鮮花,鲜花,fresh flowers,2,xian1 hua1,xianhua,246,7.33,2.3909,177,2.84,2.248,n,246,.n.,.246.
終究,终究,in the end; after all is said and done,2,zhong1 jiu1,zhongjiu,191,5.69,2.281,177,2.84,2.248,d,191,.d.,.191.
看作,看作,look upon as/regard as,2,kan4 zuo4,kanzuo,193,5.75,2.2856,177,2.84,2.248,v,193,.v.,.193.
凶殺案,凶杀案,murder case,3,xiong1 sha1 an4,xiongshaan,260,7.75,2.415,177,2.84,2.248,n,260,.n.,.260.
不大,不大,not very/not too/not often,2,bu4 da4,buda,199,5.93,2.2989,177,2.84,2.248,d,199,.d.,.199.
雷達,雷达,radar,2,lei2 da2,leida,328,9.78,2.5159,177,2.84,2.248,n,298,.n.nr.nz.,.298.29.1.
景色,景色,scenery/scene/landscape/view,2,jing3 se4,jingse,203,6.05,2.3075,177,2.84,2.248,n,203,.n.,.203.
煙霧,烟雾,smoke/mist/vapor/smog/fumes,2,yan1 wu4,yanwu,261,7.78,2.4166,177,2.84,2.248,n,261,.n.,.261.
燒毀,烧毁,to burn/to burn down,2,shao1 hui3,shaohui,233,6.95,2.3674,177,2.84,2.248,v,233,.v.,.233.
示范,示范,to demonstrate/to show how to do sth/demonstration/an illustrative example,2,shi4 fan4,shifan,216,6.44,2.3345,177,2.84,2.248,vn,133,.vn.v.,.133.83.
鉤,钩,to entice/a hook,1,gou1,gou,267,7.96,2.4265,177,2.84,2.248,n,259,.n.v.,.259.8.
養活,养活,"to provide for/to keep (animals, a family etc)/to raise animals/to feed and clothe/support/the necessities of life/to give birth",2,yang3 huo5,yanghuo,192,5.72,2.2833,177,2.84,2.248,v,192,.v.,.192.
盡力而為,尽力而为,to try one's utmost/to strive,4,jin4 li4 er2 wei2,jinlierwei,194,5.78,2.2878,177,2.84,2.248,v,194,.v.,.194.
聽眾,听众,audience/listeners,2,ting1 zhong4,tingzhong,257,7.66,2.4099,176,2.82,2.2455,n,257,.n.,.257.
陽台,阳台,balcony/porch,2,yang2 tai2,yangtai,265,7.9,2.4232,176,2.82,2.2455,n,265,.n.,.265.
信徒,信徒,believer,2,xin4 tu2,xintu,260,7.75,2.415,176,2.82,2.2455,n,260,.n.,.260.
詭計,诡计,deceit,2,gui3 ji4,guiji,260,7.75,2.415,176,2.82,2.2455,n,260,.n.,.260.
艱苦,艰苦,difficult/hard/arduous,2,jian1 ku3,jianku,214,6.38,2.3304,176,2.82,2.2455,a,209,.a.ad.an.,.209.4.1.
宿舍,宿舍,dormitory/living quarters/hostel,2,su4 she4,sushe,336,10.02,2.5263,176,2.82,2.2455,n,336,.n.,.336.
裝扮,装扮,dress up as/be disguised as,2,zhuang1 ban4,zhuangban,205,6.11,2.3118,176,2.82,2.2455,v,172,.v.vn.,.172.33.
貨物,货物,goods/commodity/merchandise,2,huo4 wu4,huowu,237,7.06,2.3747,176,2.82,2.2455,n,237,.n.,.237.
悲痛,悲痛,grieved/sorrowful,2,bei1 tong4,beitong,225,6.71,2.3522,176,2.82,2.2455,an,123,.an.a.,.123.102.
海洛因,海洛因,heroin,3,hai3 luo4 yin1,hailuoyin,384,11.45,2.5843,176,2.82,2.2455,n,384,.n.,.384.
功,功,merit/achievement/result/service/accomplishment/work (phys.),1,gong1,gong,247,7.36,2.3927,176,2.82,2.2455,n,247,.n.,.247.
民族,民族,nationality/ethnic group,2,min2 zu2,minzu,257,7.66,2.4099,176,2.82,2.2455,n,257,.n.,.257.
營養,营养,nutrition/nourishment,2,ying2 yang3,yingyang,212,6.32,2.3263,176,2.82,2.2455,n,212,.n.,.212.
萬能,万能,omnipotent,2,wan4 neng2,wanneng,245,7.3,2.3892,176,2.82,2.2455,b,245,.b.,.245.
扑克,扑克,poker (game)/deck of playing cards,2,pu1 ke4,puke,339,10.11,2.5302,176,2.82,2.2455,n,339,.n.,.339.
勢,势,power/influence/potential/momentum/tendency/trend/situation/conditions/outward appearance/sign/gesture/male genitals,1,shi4,shi,233,6.95,2.3674,176,2.82,2.2455,g,233,.g.,.233.
爆米花,爆米花,puffed rice/popcorn,3,bao4 mi3 hua1,baomihua,255,7.6,2.4065,176,2.82,2.2455,n,255,.n.,.255.
追尋,追寻,pursue/to track down/to search,2,zhui1 xun2,zhuixun,199,5.93,2.2989,176,2.82,2.2455,v,190,.v.vn.,.190.9.
演說,演说,speech/to deliver a speech,2,yan3 shuo1,yanshuo,257,7.66,2.4099,176,2.82,2.2455,vn,188,.vn.v.,.188.69.
一瞬間,一瞬间,split second,3,yi1 shun4 jian1,yishunjian,203,6.05,2.3075,176,2.82,2.2455,t,107,.t.m.,.107.96.
攻,攻,to attack/to accuse/to study,1,gong1,gong,307,9.15,2.4871,176,2.82,2.2455,v,306,.v.vn.,.306.1.
堵住,堵住,to block up,2,du3 zhu4,duzhu,201,5.99,2.3032,176,2.82,2.2455,v,201,.v.,.201.
召開,召开,to convene (a conference or meeting)/to convoke/to call together,2,zhao4 kai1,zhaokai,214,6.38,2.3304,176,2.82,2.2455,v,214,.v.,.214.
抄,抄,to copy/to plagiarize/to search and seize/to go/to transcribe/to take a shortcut/to search and confiscate,1,chao1,chao,234,6.98,2.3692,176,2.82,2.2455,v,234,.v.,.234.
詐騙,诈骗,to defraud/to swindle/to blackmail,2,zha4 pian4,zhapian,251,7.48,2.3997,176,2.82,2.2455,vn,139,.vn.v.,.139.112.
伏,伏,to lean over/to fall (go down)/to hide (in ambush)/to conceal oneself/to lie low/hottest days of summer/to submit/to concede defeat/to overcome/to subdue/volt/surname Fu,1,fu2,fu,308,9.18,2.4886,176,2.82,2.2455,v,217,.v.q.vn.,.217.83.8.
澆,浇,to pour liquid/to irrigate (using waterwheel)/to water/to cast (molten metal)/to mould,1,jiao1,jiao,216,6.44,2.3345,176,2.82,2.2455,v,216,.v.,.216.
急需,急需,to urgently need/urgent need,2,ji2 xu1,jixu,186,5.54,2.2695,176,2.82,2.2455,v,183,.v.vn.,.183.3.
探望,探望,to visit,2,tan4 wang4,tanwang,220,6.56,2.3424,176,2.82,2.2455,v,219,.v.vn.,.219.1.
大學生,大学生,university student/college student,3,da4 xue2 sheng1,daxuesheng,244,7.27,2.3874,176,2.82,2.2455,n,244,.n.,.244.
反常,反常,unusual/abnormal,2,fan3 chang2,fanchang,196,5.84,2.2923,176,2.82,2.2455,a,196,.a.,.196.
衣櫥,衣橱,wardrobe,2,yi1 chu2,yichu,237,7.06,2.3747,176,2.82,2.2455,n,237,.n.,.237.
世人,世人,(common) people,2,shi4 ren2,shiren,233,6.95,2.3674,175,2.8,2.243,n,233,.n.,.233.
哩,哩,"(onomat.)/see 哩哩?厊哩哩罗罗 lililuoluo endless mumbling noise/see 哩哩啦啦 lililala, scattered or intermittent; mile/old form of modern 英里; (modal final particle sim. to 呢 or 啦)",1,li1/li3/li5,li,345,10.28,2.5378,175,2.8,2.243,y,333,.y.e.,.333.12.
姿態,姿态,attitude/posture/stance,2,zi1 tai4,zitai,208,6.2,2.3181,175,2.8,2.243,n,208,.n.,.208.
懇求,恳求,beg/entreat/entreaty,2,ken3 qiu2,kenqiu,215,6.41,2.3324,175,2.8,2.243,v,215,.v.,.215.
照相機,照相机,camera,3,zhao4 xiang4 ji1,zhaoxiangji,250,7.45,2.3979,175,2.8,2.243,n,250,.n.,.250.
黎明,黎明,dawn/daybreak,2,li2 ming2,liming,246,7.33,2.3909,175,2.8,2.243,t,246,.t.,.246.
眉毛,眉毛,eyebrow,2,mei2 mao5,meimao,234,6.98,2.3692,175,2.8,2.243,n,234,.n.,.234.
金子,金子,gold,2,jin1 zi5,jinzi,425,12.67,2.6284,175,2.8,2.243,n,425,.n.,.425.
在內,在内,including,2,zai4 nei4,zainei,185,5.51,2.2672,175,2.8,2.243,u,149,.u.v.,.149.36.
上星期,上星期,last week/previous week,3,shang4 xing1 qi1,shangxingqi,201,5.99,2.3032,175,2.8,2.243,t,201,.t.,.201.
海裡,海里,marine,2,hai3 li3,haili,229,6.83,2.3598,175,2.8,2.243,s,144,.s.q.,.144.85.
戰役,战役,military campaign,2,zhan4 yi4,zhanyi,237,7.06,2.3747,175,2.8,2.243,n,237,.n.,.237.
費城,费城,"Philadelphia, Pennsylvania/abbr. of 费拉德尔菲亚[Fei4 la1 de2 er3 fei1 ya4]",2,Fei4 cheng2,feicheng,473,14.1,2.6749,175,2.8,2.243,ns,473,.ns.,.473.
警車,警车,police car,2,jing3 che1,jingche,226,6.74,2.3541,175,2.8,2.243,n,226,.n.,.226.
服役,服役,serve in the army/be in active service,2,fu2 yi4,fuyi,257,7.66,2.4099,175,2.8,2.243,v,211,.v.vn.,.211.46.
藝,艺,skill/art,1,yi4,yi,344,10.25,2.5366,175,2.8,2.243,g,344,.g.,.344.
裙,裙,skirt,1,qun2,qun,281,8.38,2.4487,175,2.8,2.243,g,281,.g.,.281.
嫩,嫩,tender/soft,1,nen4,nen,204,6.08,2.3096,175,2.8,2.243,a,204,.a.,.204.
第十,第十,tenth,2,di4 shi2,dishi,223,6.65,2.3483,175,2.8,2.243,m,223,.m.,.223.
救世主,救世主,the Savior (in Christianity),3,jiu4 shi4 zhu3,jiushizhu,271,8.08,2.433,175,2.8,2.243,n,271,.n.,.271.
堪,堪,to endure/may/can,1,kan1,kan,328,9.78,2.5159,175,2.8,2.243,g,317,.g.v.,.317.11.
佔有,占有,to have/to own/to hold/to possess,2,zhan4 you3,zhanyou,223,6.65,2.3483,175,2.8,2.243,v,213,.v.vn.,.213.10.
管閑事,管闲事,"to meddle/to be a ""nosy Parker""/to be too inquistive about other people's business",3,guan3 xian2 shi4,guanxianshi,201,5.99,2.3032,175,2.8,2.243,v,201,.v.,.201.
煎熬,煎熬,to suffer/to torture/to torment/ordeal/suffering/torture/torment,2,jian1 ao2,jianao,194,5.78,2.2878,175,2.8,2.243,v,129,.v.vn.,.129.65.
腫瘤,肿瘤,tumor,2,zhong3 liu2,zhongliu,456,13.59,2.659,175,2.8,2.243,n,456,.n.,.456.
導師,导师,tutor/teacher/academic advisor,2,dao3 shi1,daoshi,266,7.93,2.4249,175,2.8,2.243,n,266,.n.,.266.
大伙兒,大伙儿,(pron) everyone,3,da4 huo3 er5,dahuoer,259,7.72,2.4133,174,2.79,2.2405,r,259,.r.,.259.
能耐,能耐,ability/capability,2,neng2 nai4,nengnai,204,6.08,2.3096,174,2.79,2.2405,n,204,.n.,.204.
海灣,海湾,bay/gulf (body of water)/refers to the Persian Gulf,2,hai3 wan1,haiwan,250,7.45,2.3979,174,2.79,2.2405,n,250,.n.,.250.
干酪,干酪,cheese,2,gan1 lao4,ganlao,267,7.96,2.4265,174,2.79,2.2405,n,267,.n.,.267.
籌,筹,chip (in gambling)/token (for counting)/ticket/to prepare/to plan/to raise (funds)/resource/means,1,chou2,chou,340,10.14,2.5315,174,2.79,2.2405,v,340,.v.,.340.
口供,口供,"confession/oral evidence, as opposed to written evidence 笔供[bi3 gong4]/statement made under examination",2,kou3 gong4,kougong,257,7.66,2.4099,174,2.79,2.2405,n,257,.n.,.257.
憲法,宪法,constitution (of a country),2,xian4 fa3,xianfa,299,8.91,2.4757,174,2.79,2.2405,n,299,.n.,.299.
大地,大地,earth/mother earth,2,da4 di4,dadi,254,7.57,2.4048,174,2.79,2.2405,n,254,.n.,.254.
逃犯,逃犯,escaped criminal,2,tao2 fan4,taofan,265,7.9,2.4232,174,2.79,2.2405,n,265,.n.,.265.
瑜,瑜,excellence/luster of gems,1,yu2,yu,261,7.78,2.4166,174,2.79,2.2405,nr,261,.nr.,.261.
眉,眉,eyebrow/upper margin,1,mei2,mei,224,6.68,2.3502,174,2.79,2.2405,n,224,.n.,.224.
福特,福特,"Ford (name)/Ford, US car make",2,Fu2 te4,fute,301,8.97,2.4786,174,2.79,2.2405,nz,300,.nz.nr.,.300.1.
手續,手续,formalities,2,shou3 xu4,shouxu,198,5.9,2.2967,174,2.79,2.2405,n,198,.n.,.198.
片段,片段,fragment (of speech etc)/extract (from book etc)/episode (of story etc),2,pian4 duan4,pianduan,259,7.72,2.4133,174,2.79,2.2405,n,259,.n.,.259.
大餐,大餐,great meal/banquet,2,da4 can1,dacan,221,6.59,2.3444,174,2.79,2.2405,n,221,.n.,.221.
來信,来信,incoming letter/send a letter here,2,lai2 xin4,laixin,358,10.67,2.5539,174,2.79,2.2405,n,339,.n.v.,.339.19.
休息室,休息室,lobby/lounge,3,xiu1 xi1 shi4,xiuxishi,229,6.83,2.3598,174,2.79,2.2405,n,229,.n.,.229.
戀人,恋人,lover/sweetheart,2,lian4 ren2,lianren,222,6.62,2.3464,174,2.79,2.2405,n,222,.n.,.222.
瓜,瓜,melon/claw/gourd/squash,1,gua1,gua,304,9.06,2.4829,174,2.79,2.2405,n,304,.n.,.304.
專用,专用,special/dedicated,2,zhuan1 yong4,zhuanyong,206,6.14,2.3139,174,2.79,2.2405,vn,181,.vn.v.,.181.25.
看守,看守,to guard/to watch over,2,kan1 shou3,kanshou,322,9.6,2.5079,174,2.79,2.2405,n,207,.n.v.vn.,.207.72.43.
鬆開,松开,to release/to let go/to loosen/to untie/to come loose,2,song1 kai1,songkai,227,6.77,2.356,174,2.79,2.2405,v,227,.v.,.227.
到場,到场,to show up/present (at the scene),2,dao4 chang3,daochang,203,6.05,2.3075,174,2.79,2.2405,v,203,.v.,.203.
出動,出动,to start out on a trip/to dispatch troops,2,chu1 dong4,chudong,221,6.59,2.3444,174,2.79,2.2405,v,221,.v.,.221.
品嘗,品尝,to taste a small amount/to sample,2,pin3 chang2,pinchang,206,6.14,2.3139,174,2.79,2.2405,v,206,.v.,.206.
衣櫃,衣柜,wardrobe/armoire,2,yi1 gui4,yigui,240,7.15,2.3802,174,2.79,2.2405,n,240,.n.,.240.
嚴,严,(air or water) tight/stern/serious/strict/severe/surname Yan,1,yan2,yan,200,5.96,2.301,173,2.77,2.238,a,163,.a.ad.nr.,.163.28.9.
莓,莓,berry/strawberry,1,mei2,mei,251,7.48,2.3997,173,2.77,2.238,n,251,.n.,.251.
童子軍,童子军,boy scout,3,tong2 zi3 jun1,tongzijun,371,11.06,2.5694,173,2.77,2.238,n,371,.n.,.371.
燒傷,烧伤,burn (injury),2,shao1 shang1,shaoshang,261,7.78,2.4166,173,2.77,2.238,v,238,.v.vn.,.238.23.
哥倫比亞,哥伦比亚,"Colombia/Columbia (District of, or University etc)",4,Ge1 lun2 bi3 ya4,gelunbiya,290,8.64,2.4624,173,2.77,2.238,ns,290,.ns.,.290.
腐敗,腐败,corruption/corrupt/rotten,2,fu3 bai4,fubai,242,7.21,2.3838,173,2.77,2.238,an,206,.an.a.,.206.36.
膽小,胆小,cowardice/timid,2,dan3 xiao3,danxiao,206,6.14,2.3139,173,2.77,2.238,a,206,.a.,.206.
空手,空手,empty-handed/unarmed/karate,2,kong1 shou3,kongshou,252,7.51,2.4014,173,2.77,2.238,n,214,.n.v.,.214.38.
火力,火力,fire/firepower,2,huo3 li4,huoli,264,7.87,2.4216,173,2.77,2.238,n,264,.n.,.264.
勃,勃,flourishing/prosperous/suddenly/abruptly,1,bo2,bo,329,9.81,2.5172,173,2.77,2.238,g,329,.g.,.329.
友情,友情,friendly feelings/friendship,2,you3 qing2,youqing,219,6.53,2.3404,173,2.77,2.238,n,219,.n.,.219.
打獵,打猎,hunt,2,da3 lie4,dalie,282,8.41,2.4502,173,2.77,2.238,v,282,.v.,.282.
星際,星际,interstellar/interplanetary,2,xing1 ji4,xingji,335,9.99,2.525,173,2.77,2.238,n,335,.n.,.335.
隱形,隐形,invisible,2,yin3 xing2,yinxing,312,9.3,2.4942,173,2.77,2.238,b,312,.b.,.312.
光彩,光彩,luster/splendor/radiance/brilliance,2,guang1 cai3,guangcai,193,5.75,2.2856,173,2.77,2.238,a,121,.a.n.,.121.72.
不怎麼,不怎么,not very/not particularly,3,bu4 zen3 me5,buzenme,189,5.63,2.2765,173,2.77,2.238,v,189,.v.,.189.
置於,置于,place/put (at or in a position),2,zhi4 yu2,zhiyu,192,5.72,2.2833,173,2.77,2.238,v,192,.v.,.192.
騎馬,骑马,ride on horseback,2,qi2 ma3,qima,330,9.84,2.5185,173,2.77,2.238,v,330,.v.,.330.
性騷擾,性骚扰,sexual harassment,3,xing4 sao1 rao3,xingsaorao,326,9.72,2.5132,173,2.77,2.238,l,326,.l.,.326.
剃,剃,shave/to weed; to shave,1,ti4,ti,264,7.87,2.4216,173,2.77,2.238,v,264,.v.,.264.
住口,住口,shut up/shut your mouth/stop talking,2,zhu4 kou3,zhukou,233,6.95,2.3674,173,2.77,2.238,v,233,.v.,.233.
俄,俄,suddenly/very soon/Russian,1,e2,e,348,10.37,2.5416,173,2.77,2.238,b,348,.b.,.348.
耽擱,耽搁,tarry/stopover/delay,2,dan1 ge5,dange,194,5.78,2.2878,173,2.77,2.238,v,194,.v.,.194.
結實,结实,to bear fruit; rugged/sturdy,2,jie1 shi5,jieshi,200,5.96,2.301,173,2.77,2.238,a,200,.a.,.200.
兜風,兜风,to catch the wind/to go for a spin in the fresh air,2,dou1 feng1,doufeng,208,6.2,2.3181,173,2.77,2.238,v,208,.v.,.208.
擾亂,扰乱,to disturb/to perturb/to harass,2,rao3 luan4,raoluan,213,6.35,2.3284,173,2.77,2.238,v,213,.v.,.213.
縮,缩,to withdraw/to pull back/to contract/to shrink/to reduce/abbreviation,1,su4/suo1,suo,231,6.89,2.3636,173,2.77,2.238,v,231,.v.,.231.
莫名其妙,莫名其妙,unfathomable mystery (idiom); subtle and ineffable/unable to make head or tail of it/boring (e.g. movie),4,mo4 ming2 qi2 miao4,momingqimiao,199,5.93,2.2989,173,2.77,2.238,l,199,.l.,.199.
至極,至极,very/extremely,2,zhi4 ji2,zhiji,191,5.69,2.281,173,2.77,2.238,v,191,.v.,.191.
熱鬧,热闹,bustling with noise and excitement/lively,2,re4 nao5,renao,196,5.84,2.2923,172,2.76,2.2355,a,196,.a.,.196.
地震,地震,earthquake,2,di4 zhen4,dizhen,486,14.49,2.6866,172,2.76,2.2355,n,486,.n.,.486.
獨家,独家,exclusive,2,du2 jia1,dujia,227,6.77,2.356,172,2.76,2.2355,d,117,.d.b.,.117.110.
絕妙,绝妙,exquisite,2,jue2 miao4,juemiao,201,5.99,2.3032,172,2.76,2.2355,b,152,.b.a.,.152.49.
飲食,饮食,food and drink,2,yin3 shi2,yinshi,212,6.32,2.3263,172,2.76,2.2355,n,212,.n.,.212.
苛刻,苛刻,harsh,2,ke1 ke4,keke,183,5.46,2.2625,172,2.76,2.2355,a,183,.a.,.183.
熱水,热水,hot water,2,re4 shui3,reshui,221,6.59,2.3444,172,2.76,2.2355,n,221,.n.,.221.
換句話說,换句话说,in other words,4,huan4 ju4 hua4 shuo1,huanjuhuashuo,182,5.43,2.2601,172,2.76,2.2355,c,182,.c.,.182.
化驗,化验,laboratory test/chemical experiment/assay,2,hua4 yan4,huayan,249,7.42,2.3962,172,2.76,2.2355,v,132,.v.vn.,.132.117.
威力,威力,might/formidable power,2,wei1 li4,weili,211,6.29,2.3243,172,2.76,2.2355,n,211,.n.,.211.
從來不,从来不,never,3,cong2 lai2 bu4,conglaibu,184,5.48,2.2648,172,2.76,2.2355,d,184,.d.,.184.
推翻,推翻,overthrow,2,tui1 fan1,tuifan,211,6.29,2.3243,172,2.76,2.2355,v,211,.v.,.211.
進度,进度,pace/tempo/degree of progress (on project)/work schedule,2,jin4 du4,jindu,188,5.6,2.2742,172,2.76,2.2355,n,188,.n.,.188.
政客,政客,politician,2,zheng4 ke4,zhengke,231,6.89,2.3636,172,2.76,2.2355,n,231,.n.,.231.
敬意,敬意,respect/tribute,2,jing4 yi4,jingyi,199,5.93,2.2989,172,2.76,2.2355,n,199,.n.,.199.
聖人,圣人,saint/sage/refers to Confucius 孔子/the current reigning Emperor,2,sheng4 ren2,shengren,229,6.83,2.3598,172,2.76,2.2355,n,229,.n.,.229.
棍,棍,stick/truncheon,1,gun4,gun,244,7.27,2.3874,172,2.76,2.2355,g,244,.g.,.244.
憂郁,忧郁,sullen/depressed,2,you1 yu4,youyu,247,7.36,2.3927,172,2.76,2.2355,a,211,.a.an.,.211.36.
色彩,色彩,tint/coloring/coloration/character,2,se4 cai3,secai,225,6.71,2.3522,172,2.76,2.2355,n,225,.n.,.225.
怨,怨,to blame/to complain,1,yuan4,yuan,214,6.38,2.3304,172,2.76,2.2355,v,180,.v.vn.,.180.34.
